"prompt_original_en","descripcion_original_en","prompt_traducido_es","descripcion_traducida_es","prompt_procesado_es","descripcion_procesada_es"
"a woman standing in front of a pyramid, angela sarafyan, long braided hair on top of head, sunburst behind woman, mayan priestess, llama angel of sunrise, aztec sun goddess, elegant fantasy style braids, unreal maya, long braided hair pulled back, elaborate braided hair, temples behind her, mayan, golden halo behind her head, ancient ruins behind her","Last day of 2021! Did you fulfill your purposes for the year? Remember that visiting Chichen Itza must always be one :) #ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
.
.
.
.
ð· @edferrera
#Cancun #Tulum #Playadelcarmen #rivieramaya #tgif #newyear #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #travelblogger","Una mujer parada frente a una pirámide, Angela Sarafyan, cabello largo y trenzado encima de la cabeza, Sunburst detrás de la mujer, la sacerdotisa maya, la llama del ángel del amanecer, la diosa del sol azteca, las elegantes trenzas de estilo de fantasía, el cabello irreal, irreal, el cabello larga y larga, el cabello elaborado con trenza, temppled Temple detrás de ella detrás de su cabeza detrás de su cabeza detrás de su cabeza, irreal, ruidoso, antiguo.","¡Último día de 2021! ¿Cumpliste tus propósitos para el año? Recuerde que visitar Chichen Itza siempre debe ser uno :) #Chichenitza #yucatan #mexico 
.
.
.
.
.
.
.
.
.
.
ð · @edferrera
#Cancun #tulum #playadelCarmen #rivieramaya #tgif #newyear #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instaToToTo #beutiful #nlike #naturephography #instatravel #travelBlogger","parada angela sarafyan cabello largo trenzado encima cabeza sunburst sacerdotisa llama angel amanecer diosa elegantes trenzas fantasia cabello irreal cabello larga cabello elaborado trenza temppled ella su cabeza irreal ruidoso antiguo","ultimo dia 2021 cumpliste tus propositos ano recuerde visitar siempre debe ser uno tg if new year in stato to be uti ful ph"
"a woman in a white dress stands in front of a pyramid, ancient white dress, ancient ruins behind her, trampling an ancient city, beautiful ancient ruins behind, mayan priestess, temples behind her, standing before ancient ruins, the temple of truth is white, standing in ruins, white stone temple ruins, skinny girl in white boho dress, in ancient city ruins","There are no ponds in Chichen Itza, only cenotes, so how was this picture taken? ð¤ El Castillo in Chichen Itza! #ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
#Cancun #Tulum #Playadelcarmen #rivieramaya #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #trip","Una mujer con un vestido blanco se encuentra frente a una pirámide, un antiguo vestido blanco, ruinas antiguas detrás de ella, pisoteando una ciudad antigua, hermosas ruinas antiguas detrás, sacerdotisa maya, templos detrás de ella, de pie ante las antiguas ruinas, el templo de la verdad es blanco, de pie en ruinas, ruinas de templo de piedra blanca, niña flacia con un vestido boho blanco, con ruinas de la ciudad antigua.","No hay estanques en Chichen itza, solo cenotes, entonces, ¿cómo se tomó esta foto? ð ¤ El Castillo en Chichen itza! #Chichenitza #yucatan #mexico 
.
.
.
.
.
.
#Cancun #tulum #playadelCarmen #rivieramaya #travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #lice #naturephotography #follow #wlust #Happy #AnstAppyure #TravelBlogger #trip","vestido blanco se encuentra antiguo vestido blanco ella pisoteando hermosas sacerdotisa ella pie ante verdad es blanco pie blanca nina flacia vestido boho blanco","hay estanques solo cenotes entonces tomo st app yu re"
"a large pyramid with a clock on top of it, ancient megastructure pyramid, maya temples, pyramid surrounded with greenery, ancient pyramid, mayan temple in the jungle, mayan, mayan style, pyramid ruins at sundown, aztec mythology, classic mayan mythology, the oracle of the mayan elders, trampling an ancient city, giant tomb structures, aztec architecture, ancient civilizations","Magnificent views of El Castillo in Chichen Itza. One of the 7 Wonders of the World surrounded by the Great Mayan Jungle. #ChichenItza #Yucatan #Mexico
.
.
.
.
.
.
#Cancun #Tulum #Playadelcarmen #wednesday #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #trip","Una gran pirámide con un reloj encima, la antigua pirámide de la megaestructura, templos mayas, pirámide rodeada de vegetación, pirámide antigua, templo maya en la jungla, maya, estilo maya, ruinas de pirámide en la puesta del sol, la mitología azteca, la mitología clásica maya, el oráculo de los mayas maya, las elderas, la ciudad, la ciudad, la ciudad de la antigua ciudad, la ciudad de la ciudad, la mytología gigante, la mano de la mano de la antigua. civilizaciones antiguas","Magníficas vistas de El Castillo en Chichen Itza. Una de las 7 maravillas del mundo rodeada por la gran jungla maya. #Chichenitza #yucatan #mexico
.
.
.
.
.
.
#Cancun #tulum #playadelCarmen #wednesday #travel #nature #photography #travelphotography #love #photthedayay #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #lice #naturephotography #follow #wlushus #viaje","reloj encima puesta clasica elderas mytologia mano mano","magnificas vistas rodeada gran jungla wednesday ay lush us via je"
"the pyramid at chichena, pyramid surrounded with greenery, maya temples, mayan temple in the jungle, ancient megastructure pyramid, ancient pyramid, lost world pyramid, temple of the sun, giant tomb structures, pyramid in background, pyramid, tikal temple iv, mayan style, pyramid portal, mayan, pyramid background, mexico, shadow of the tomb raider","El Castillo Is the main building in Chichen Itza dedicated to the God Kukulkan. #ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
.
ð· @ale.gv16 
#Cancun #Tulum #Playadelcarmen #mondaymotivation #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger","La pirámide en Chichena, pirámide rodeada de vegetación, templos mayas, templo maya en la jungla, la antigua pirámide de la megaestructura, pirámide antigua, pirámide mundial perdida, templo del sol, estructuras gigantes","El Castillo es el edificio principal en Chichen Itza dedicado al dios Kukulkan. #Chichenitza #yucatan #mexico 
.
.
.
.
.
.
.
ð · @ale.gv16 
#Cancun #tulum #playadelCarmen #mondaymotivation #travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #lice #naturephotography #follow #wlust #Happy #AdStepelyure #TravelBlogger","","edificio principal dedicado dios gv16 monday motivation ad step ely ure"
"a woman standing in front of a pyramid, ancient megastructure pyramid, giant tomb structures, ancient pyramid, pyramid portal, pyramid, lost world pyramid, the tower of babel, monumental giant palace, trampling an ancient city, giant aztec spaceship, tower of babel, maya temples, pyramid background, pyramid surrounded with greenery, aztec architecture, ancient ruins behind her","Beautiful reliefs of four different themes have been carved on the walls of the Tzompantli platform. The main subject is the skull itself; others show a scene with a human sacrifice; eagles that eat all human hearts; and warriors with arrows and shields. Behind the Tzompantli we can see One of the 7 Wonders of the World: El Castillo in Chichen Itza. #ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
ð· @thomas_carnets_de_voyages 
#Cancun #Tulum #Playadelcarmen #rivieramaya #sundayfunday #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger","Una mujer parada frente a una pirámide, pirámide de megaestructura antigua, estructuras de tumbas gigantes, pirámide antigua, portal piramidal, pirámide, pirámide mundial perdida, la torre de Babel, palacio gigante monumental, pisoteo de una ciudad antigua, la torre de aztecio, la torre de la altura de Babel, maya temppled, pirámid Ruinas detrás de ella","Hermosos relieves de cuatro temas diferentes se han tallado en las paredes de la plataforma Tzompantli. El tema principal es el cráneo en sí; Otros muestran una escena con un sacrificio humano; Águilas que comen todos los corazones humanos; y guerreros con flechas y escudos. Detrás del Tzompantli podemos ver una de las 7 maravillas del mundo: El Castillo en Chichen Itza. #Chichenitza #yucatan #mexico 
.
.
.
.
.
.
ð · @thomas_carnets_de_voyages 
#Cancun #tulum #playadelCarmen #rivieramaya #sundayfunday #travel #nature #photography #travelphotography #love #photheoftheday #instagood #travelgram #picoftheDay #instaTaTo #photo #bebiful #art #like #naturePhotography #follow #weRAppy #Happy. #Happy #Happy. #fashion #travelBlogger","parada piramidal torre babel pisoteo torre aztecio torre altura babel temppled ella","hermosos relieves cuatro temas diferentes han tallado paredes plataforma tzompantli tema principal craneo si otros muestran escena sacrificio humano aguilas comen todos corazones humanos guerreros flechas escudos detras tzompantli podemos ver sunday fun ph in stat to be bi ful we rap py"
"the sky is cloudy, ancient megastructure pyramid, ancient pyramid, maya temples, pyramid surrounded with greenery, pyramid, giant aztec spaceship, giant tomb structures, aztec mythology, aztec architecture, mayan, pyramid portal, lost world pyramid, ancient civilizations, pyramids, monumental giant palace, mayan style, pyramid background, pyramid in background, classic mayan mythology, mexico","We wish you all a Merry Christmas! Enjoy time with family and friends :) #ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
.
ð· @larshacking 
#Cancun #Tulum #Playadelcarmen #tgif #christmas #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger","El cielo está turbio, la antigua pirámide de la megaestructura, la pirámide antigua, los templos mayas, la pirámide rodeada de vegetación, pirámide, espaciosa nave azteca gigante, estructuras de tumbas gigantes, mitología azteca, arquitectura azteca, maya, pirámide, pyramid mundial, civilizaciones antiguas, piramides, monumental gigante, gigante, estilo de pirámid. Pirámide en el fondo, Mitología Maya clásica, México","¡Les deseamos a todos una Feliz Navidad! Disfrute del tiempo con familiares y amigos :) #Chichenitza #yucatan #mexico 
.
.
.
.
.
.
.
ð · @larshacking 
#Cancun #tulum #playadelCarmen #tgif #Christmas #travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #wawer #wander #Happy #Happy #AdVereure #TravelBlogger","cielo esta turbio espaciosa clasica","les deseamos todos feliz navidad disfrute tiempo familiares amigos tg if christmas wa wer wander ad ver eure"
"a mountain with a small building on top, landfill, flaming mountain, ancient pyramid, lost world pyramid, piles of trash and junk, with radiating hill, great pyramid of giza, sculpture made of piled stones, the tower of babel, castle on the mountain, house on a hill, a mountain look like a women, tower of babel, rolling mountain","Chichen Itza. A magical Mayan City surrounded by the mystical Mayan Jungle of the Yucatan Peninsula! #ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
ð· @n8.ebert 
#Cancun #Tulum #Playadelcarmen #rivieramaya #mondaymotivation #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger","Una montaña con un pequeño edificio en la parte superior, vertedero, montaña flamante, pirámide antigua, pirámide del mundo perdido, pilas de basura y basura, con colina radiadora, gran pirámide de Giza, escultura hecha de piedras apiladas, la torre de Babel, castillo en la montaña, casa en una colina, una montaña como una montaña, torre de Babel, montaña rodante.","Chichen itza. ¡Una ciudad maya mágica rodeada de la mística jungla maya de la península de Yucatán! #Chichenitza #yucatan #mexico 
.
.
.
.
.
.
ð · @n8.ebert 
#Cancun #tulum #playadelCarmen #rivieramaya #mondaymotivation #travel #nature #photography #travelphotography #love #photheftheday #instagood #travelgram #picoftheDay #instaTaTo #photo #bebiful #art #nlice #naturephotraphy #follow #weRAppy #Happy. #Happy. #AdureSaPapy. #fashion #travelBlogger","montana pequeno edificio parte superior vertedero montana flamante pilas basura colina radiadora giza escultura hecha piedras apiladas torre babel castillo montana casa colina montana como montana torre babel montana rodante","ciudad magica rodeada mistica jungla ebert monday motivation ph f in stat to be bi ful rap hy we rap py dure sapa py"
"a woman standing in front of a pyramid, ancient megastructure pyramid, giant aztec spaceship, ancient pyramid, lost world pyramid, pyramid surrounded with greenery, giant tomb structures, monumental giant palace, mayan style, pyramid, pyramid portal, giant aztec space city, lost civilizations, aztec mythology, ancient civilizations, pyramid background, temple of the sun, maya temples","It's almost Christmas! Are you ready to visit one of the 7 Wonders of the World? El Castillo in Chichen Itza is a wonderful Mayan wonder :) #ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
.
#Cancun #Tulum #Playadelcarmen #rivieramaya #sundayfunday #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger","a woman standing in front of a pyramid, ancient megastructure pyramid, giant aztec spaceship, ancient pyramid, lost world pyramid, pyramid surrounded with greenery, giant tomb structures, monumental giant palace, mayan style, pyramid, pyramid portal, giant aztec space city, lost civilizations, aztec mythology, ancient civilizations, pyramid background, temple del sol, templos mayas","¡Es casi Navidad! ¿Estás listo para visitar una de las 7 maravillas del mundo? El Castillo en Chichen Itza es una maravillosa maravilla maya :) #Chichenitza #yucatan #mexico 
.
.
.
.
.
.
.
#Cancun #tulum #playadelCarmen #rivieramaya #sundayfunday #travel #nature #photography #travelphotography #love #photheoftheday #instagood #travelgram #picoftheDay #instaTaTo #photo #bebiful #art #like #naturePhotography #follow #weRAppy #Happy. #Happy #Happy. #fashion #travelBlogger","woman standing front space city civilizations civilizations","casi navidad estas listo visitar maravillosa maravilla sunday fun ph in stat to be bi ful we rap py"
"a large pyramid with a sign that says premium premium, ancient megastructure pyramid, archeological discover, maya temples, travel ad, pyramid surrounded with greenery, ancient pyramid, monumental giant palace, classic mayan mythology, giant aztec spaceship, mayan style, pyramid in background, ancient tombs in the background, pyramid background, mayan, pyramids in the background, pyramid scheme","What about visiting one of the 7 Wonders of the World with your loved ones? Make sure you visit Chichen Itza these holidays! â¤ï¸
#ChichenItza #Yucatan #Mexico 
.
.
.
.
.
.
.
@eliolez 
#Cancun #Tulum #Playadelcarmen #traveltuesday #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #trip","a large pyramid with a sign that says premium premium, ancient megastructure pyramid, archeological discover, maya temples, travel ad, pyramid surrounded with greenery, ancient pyramid, monumental giant palace, classic mayan mythology, giant aztec spaceship, mayan style, pyramid in background, ancient tombs in the background, pyramid background, mayan, pyramids in the background, pyramid esquema","¿Qué hay de visitar una de las 7 maravillas del mundo con sus seres queridos? ¡Asegúrate de visitar Chichen Itza estas vacaciones! â ¤ï¸
#Chichenitza #yucatan #mexico 
.
.
.
.
.
.
.
@eliolez 
#Cancun #tulum #playadelCarmen #traveltuesday #travel #nature #photography #travelphotography #love #photthedayy #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #lice #naturephotography #follow #wlus #viaje","large sign says premium archeological discover travel ad classic tombs pyramids esquema","hay visitar sus seres queridos asegurate visitar estas vacaciones via je"
"a group of people standing in front of a pyramid, pyramid background, ancient megastructure pyramid, ancient pyramid, pyramids in the background, pyramid in background, pyramid scheme, lost world pyramid, giant aztec spaceship, pyramid surrounded with greenery, neon aztec, pyramid, inspired by Ras Akyem, mexico, pyramid portal, pyramids in background, tourism, maya temples","Enjoy spectacular Kukulkan nights at Chichen Itza! You'll discover some history of the Mayas plus a light and sound show that will blow your mind :) #ChichenItza #Mexico #Yucatan 
.
.
.
.
.
.
.
#Cancun #Tulum #Playadelcarmen #rivieramaya #mondaymotivation #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger","Un grupo de personas parados frente a una pirámide, fondo piramidal, pirámide de megaestructura antigua, pirámide antigua, pirámides en el fondo, pirámide en el fondo, esquema de pirámide, pirámide mundial perdido, espaciosa azteca gigante, pirámide, pirámides rodeados de vegetación, neon aztec, pirámid Turismo, templos mayas","¡Disfruta de las espectaculares noches de Kukulkan en Chichen Itza! Descubrirás algo de historia de los mayas más un espectáculo de luz y sonido que te dejará boquiabierto :) #chichenitza #mexico #yucatan 
.
.
.
.
.
.
.
#Cancun #tulum #playadelCarmen #rivieramaya #mondaymotivation #travel #nature #photography #travelphotography #love #photheftheday #instagood #travelgram #picoftheDay #instaTaTo #photo #bebiful #art #nlice #naturephotraphy #follow #weRAppy #Happy. #Happy. #AdureSaPapy. #fashion #travelBlogger","grupo personas parados piramidal esquema espaciosa rodeados neon turismo","disfruta espectaculares noches descubriras algo espectaculo luz sonido dejara boquiabierto monday motivation ph f in stat to be bi ful rap hy we rap py dure sapa py"
"a man and woman in wheelchairs pose in front of an ancient pyramid, wheelchair, the oracle of the mayan elders, by Dave Arredondo, mayan temple in the jungle, pyramid surrounded with greenery, broken wheelchair, pyramid background, ancient ruins and waterfalls, inspirational and powerful, sitting in a wheelchair, awe - inspiring award - winning, maya temples","Good morning sunshine! Ready for an unforgettable adventure in the middle of the Mayan Jungle? Visit Chichen Itza, a beautiful cenote and the colonial city of Valladolid :) #ChichenItza #Mexico #Yucatan 
.
.
.
.
.
.
ð· @drey415 
#Cancun #Tulum #Playadelcarmen #sundayfunday #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger","Un hombre y una mujer en las sillas de ruedas posan frente a una antigua pirámide, silla de ruedas, el oráculo de los ancianos mayas, por Dave Arredondo, templo maya en la jungla, pirámide rodeado de vegetación, silla de ruedas rota, fondo piramidal, ruinas antiguas y cascadas, inspirador y poderoso, sentado en una shill","¡Buenos días sol! ¿Listo para una aventura inolvidable en medio de la jungla maya? Visite Chichen Itza, un hermoso Cenote y la ciudad colonial de Valladolid :) #Chichenitza #Mexico #yucatan 
.
.
.
.
.
.
ð · @drey415 
#Cancun #tulum #playadelCarmen #sundayfunday #travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheDay #instagram #photo #beautiful #art #lice #naturephotography #follow #wlust #Happy #AnstAppyure #TravelBlogger","hombre sillas ruedas posan silla ruedas por dave arredondo rodeado silla ruedas rota piramidal cascadas inspirador poderoso sentado shill","buenos dias sol listo aventura inolvidable medio jungla visite hermoso cenote ciudad colonial valladolid sunday fun st app yu re"
"the pyramid at chichena, ancient megastructure pyramid, giant aztec spaceship, aztec mythology, aztec architecture, maya temples, pyramid surrounded with greenery, giant tomb structures, mayan style, ancient pyramid, ancient civilizations, mayan, giant aztec space city, monumental giant palace, megalithic buildings, ziggurat, classic mayan mythology, aztec fantasy, lost world pyramid","El Castillo in Chichen Itza is one of the 7 Wonders of the World. Which ones have you already visited? #ChichenItza #Mexico #Yucatan 
.
.
.
.
.
.
.
ð· @fotografia.hdz
#Cancun #Playadelcarmen #Tulum #rivieramaya #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #travelblogger #trip #saturday","La pirámide de Chichena, la antigua pirámide de la megaestructura, la nave espacial gigante azteca, la mitología azteca, la arquitectura azteca, los templos mayas, la pirámide rodeada de vegetación, las estructuras de tumbas gigantes, el estilo maya, la pirámide antigua, las civilizaciones antiguas, los mayas, la ciudad espacial gigante, la ciudad espacial, los monumentales palaces megalíticos, las civilizaciones antiguas, las civilizaciones mayas, la ciudad de los espacios gigantes, la ciudad de los espaciales gigantes, los brotes de la gigal de los megalíticos, las civilizaciones antiguas, las civilizaciones mayas, la ciudad de los espacios gigantes, la ciudad de los monumentales clásicos, los brotes de los megalíticos, las civilizaciones megal, la civil de la civil, los megalios gigantes. Mitología maya, fantasía azteca, pirámide del mundo perdido","El Castillo en Chichen Itza es una de las 7 maravillas del mundo. ¿Cuáles has visitado ya? #Chichenitza #mexico #yucatan 
.
.
.
.
.
.
.
ð · @Fotografia.hdz
#Cancun #playadelCarmen #tulum #rivieramaya #travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #lice #naturephotography #follow #wlust #trip #saturday","monumentales palaces megaliticos espacios espaciales brotes gigal megaliticos espacios monumentales clasicos brotes megaliticos megal civil civil megalios fantasia","cuales visitado ya hdz saturday"
"the pyramid at chichena, maya temples, ancient megastructure pyramid, pyramid surrounded with greenery, ancient pyramid, mayan temple in the jungle, giant tomb structures, lost world pyramid, mayan style, pyramid ruins at sundown, temple of the sun, ancient civilizations, mayan, aztec mythology, giant aztec spaceship, monumental giant palace, aztec architecture","Are you ready to visit one of the 7 Wonders of the World? El Castillo in Chichen Itza is just amazing. Visit this Great Mayan Site! #ChichenItza #Mexico #Yucatan 
.
.
.
.
.
.
#Cancun #Tulum #Playadelcarmen #thursday #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #trip","the pyramid at chichena, maya temples, ancient megastructure pyramid, pyramid surrounded with greenery, ancient pyramid, mayan temple in the jungle, giant tomb structures, lost world pyramid, mayan style, pyramid ruins at sundown, temple of the sun, ancient civilizations, mayan, aztec mythology, giant aztec spaceship, monumental giant palace, arquitectura azteca","¿Estás listo para visitar una de las 7 maravillas del mundo? El Castillo en Chichen Itza es simplemente increíble. ¡Visite este gran sitio maya! #Chichenitza #mexico #yucatan 
.
.
.
.
.
.
#Cancun #tulum #playadelCarmen #thursday #travel #nature #photography #travelphotography #love #photthedayay #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #lik #naturePhotography #follow #wlus #viaje","sundown civilizations","estas listo visitar simplemente increible visite gran thursday ay li k via je"
"a large pyramid with a clock on top, giant aztec spaceship, aztec mythology, ancient megastructure pyramid, aztec architecture, brutalist aztec architecture, ancient pyramid, mayan style, pyramid ruins at sundown, lost world pyramid, pyramid surrounded with greenery, mayan temple in the jungle, giant tomb structures, ancient civilizations, classic mayan mythology, maya temples","The Tzompantli. The structure is a large platform whose most notable details is the collocation of the skulls in the bas-relief decoration which gives the structure its name: The Platform of the Skulls. The base is sustained by three tableaux decorated with skulls and divided by mouldings. #ChichenItza #Mexico","Una gran pirámide con un reloj en la parte superior, una nave espacial azteca gigante, una mitología azteca, una antigua pirámide de megaestructura, arquitectura azteca, arquitectura brutalista azteca, pirámide antigua, estilo maya, ruinas de pirámides en Sundown, perdido mundial mitología, templos mayas","El tzompantli. La estructura es una gran plataforma cuyos detalles más notables son la colocación de los cráneos en la decoración de bajorrelieve que le da a la estructura su nombre: la plataforma de los cráneos. La base es sostenida por tres cuadros decorados con calaveras y dividida por molduras. #Chichenitza #mexico","reloj parte superior brutalista sundown","tzompantli estructura gran plataforma cuyos detalles notables son colocacion craneos decoracion bajorrelieve le da estructura nombre plataforma craneos base sostenida tres cuadros decorados calaveras dividida molduras"
"a pyramid in the middle of a field, ancient megastructure pyramid, ancient pyramid, pyramid surrounded with greenery, maya temples, aztec mythology, giant tomb structures, mayan, mayan temple in the jungle, pyramid, the oracle of the mayan elders, mayan style, giant aztec spaceship, aztec architecture, classic mayan mythology, pyramid portal, mayan god, adobe ilustrator","Good morning from Chichen Itza! Planning your visit for this week? Visit Chichen Itza, Valladolid and one of the cenotes in the area :) #ChichenItza #Mexico #Yucatan 
.
.
.
.
.
.
ð· @lorcruz_v 
#Cancun #Tulum #Playadelcarmen #mondaymotivation #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #trip","Una pirámide en medio de un campo, la antigua pirámide de megaestructura, pirámide antigua, pirámide rodeada de vegetación, templos mayas, mitología azteca, estructuras de tumbas gigantes, maya maya, templo maya en la jungla, pirámide, oráculo de los ancianos mayas, estilo maya, gigante Aztec spaceship, aztec arquitectura, arquitectura de maya, clásica, arquitectura, arquitectura de maya, meta, arquitectura de maya, aztec. Portal, Dios Mayan, Adobe ilustrator","¡Buenos días desde Chichen Itza! ¿Planeando su visita para esta semana? Visite Chichen Itza, Valladolid y uno de los Cenotes en el área :) #Chichenitza #mexico #yucatan 
.
.
.
.
.
.
ð · @lorcruz_v 
#Cancun #tulum #playadelCarmen #mondaymotivation #travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #lice #naturephotography #follow #wlust #Happy #AdStepelyure #TravelBlogger #trip","medio campo clasica meta dios adobe ilustrator","buenos dias desde planeando visita semana visite valladolid uno cenotes area monday motivation ad step ely ure"
"a large group of columns, giant columns, giant greek columns, giant towering pillars, gigantic pillars, giant columns palace, columns, large pillars, roman columns, stone pillars, gigantic pristine marble columns, many columns, fallen columns, tall columns, huge greek columns, roman pillars, pillars, classical stone columns, giant moai statues, concrete pillars, pillars of marble","The nun's temple in Chichen Itza. It is believed that this area was a used to decide more private matters about the Mayan City... #ChichenItza #Mexico #Yucatan 
.
.
.
.
.
.
#Cancun #Tulum #Playadelcarmen #sundayfunday  #travel #nature #photography #travelphotography #love #photooftheday #instagood #travelgram #picoftheday #instagram #photo #beautiful #art #like #naturephotography #follow #wanderlust #happy #adventure #instatravel #fashion #travelblogger #trip","Un gran grupo de columnas, columnas gigantes, columnas griegas gigantes, pilares imponentes gigantes, pilares gigantes, palacio de columnas gigantes, columnas, grandes pilares, columnas romanas, pilares de piedra, columnas gigantes de mármol prístino, muchas columnas, columnas de caídas, columnas altas, columnas enormes, pilares, pilares, columnas de piedra clásicas, columnas de piedra gigantes, estatuas de cilares de cáculos, columnas enormes de columnas griegas, pilares, pilares de piedra clásica, columnas de piedra giótica, estatuas de monedas de montones gigantes.","El templo de la monja en Chichen Itza. Se cree que esta área era una usada para decidir más asuntos privados sobre la ciudad maya ... #Chichenitza #mexico #yucatan 
.
.
.
.
.
.
#Cancun #tulum #playadelCarmen #sundayfunday #travel #nature #photography #travelphotography #love #phottheday #instagood #travelgram #picoftheDay #instagram #photo #beautiful #art #lice #naturephotography #follow #wlust #Happy #AnstAppyure #TravelBlogger #trip","grupo columnas columnas griegas pilares imponentes pilares columnas columnas grandes pilares columnas romanas pilares columnas marmol pristino muchas columnas caidas columnas altas columnas enormes pilares columnas clasicas columnas estatuas cilares caculos columnas enormes columnas griegas pilares clasica columnas giotica estatuas monedas montones","templo monja cree area era usada decidir asuntos privados sobre ciudad sunday fun st app yu re"
"a man standing in front of a pyramid, ancient megastructure pyramid, mayan style, pyramid background, ancient pyramid, the oracle of the mayan elders, mayan, aztec architecture, giant aztec spaceship, pyramid scheme, pyramids style, giant aztec space city, brutalist aztec architecture, maya temples, classic mayan mythology, lost world pyramid, aztec mythology","El Caracol or The Observatory... Now and then. #ChichenItza #Mexico #Yucatan 
.
.
.
.
.
.
#Travel #Cancun #Tulum #Playadelcarmen #rivieramaya #saturday","Un hombre parado frente a una pirámide, pirámide de megaestructura antigua, estilo maya, fondo piramidal, pirámide antigua, el oráculo de los ancianos mayas, maya, arquitectura aztec, nave espacial azteca gigante, esquema de pirámide, estilo de pirámides, gigantes Pirámide, mitología azteca","El Caracol o el Observatorio ... de vez en cuando. #Chichenitza #mexico #yucatan 
.
.
.
.
.
.
#Travel #cancun #tulum #playadelCarmen #rivieramaya #saturday","hombre parado piramidal esquema","caracol observatorio vez cuando saturday"
