prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad
"a large factory with a lot of lights on it, industrial background, dark industrial background, industrial lighting, industrial architecture, industrial steam, steampunk factory background, industrial environment, industrial setting, pixar and industrial, industrial party, factory background, industrial aesthetic, industrial plant environment, industrial art style, steel mill, industrial, industrial surrounding, dark industrial atmosphere, industries, industrial factory","Una gran fábrica con muchas luces, de origen industrial, fondo industrial oscuro, iluminación industrial, arquitectura industrial, vapor industrial, antecedentes de fábrica de steampunk, entorno industrial, entorno industrial, pixar e industrial, fiesta industrial, fondo de fábrica, estética industrial, entorno de plantas industriales, estilo de arte industrial, molino de acero, rodeo industrial, atmósfera industrial oscura, industrias, industrias, fábrica industrial, factor industrial",una gran fabrica con muchas luces de origen industrial fondo industrial oscuro iluminacion industrial arquitectura industrial vapor industrial antecedentes de fabrica de steampunk entorno industrial entorno industrial pixar e industrial fiesta industrial fondo de fabrica estetica industrial entorno de plantas industriales estilo de arte industrial molino de acero rodeo industrial atmosfera industrial oscura industrias industrias fabrica industrial factor industrial,luz origen iluminacion arquitectura vapor antecedente steampunk pixar fiesta fondo fabrica estetico entorno planta estilo arte molino acero rodeo atmosfero oscuro industria fabricar factor industrial,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the city lights of santiago, chile at night, downtown mexico, mexico city, photo taken with ektachrome, mexico, by Rodolfo Escalera, blue hour, “ aerial view of a mountain, blue hour lighting, city sunset night, neon lights in the city below, overlooking a modern city, blue hour photography, night city in the background","Las luces de la ciudad de Santiago, Chile por la noche, el centro de México, Ciudad de México, foto tomada con Ektachrome, México, por Rodolfo Escalera, Hora azul, “Vista aérea de una montaña, iluminación de la hora azul, Noche de puesta de sol de la ciudad, luces neón en la ciudad de abajo, con una ciudad moderna, fotografía de la hora azul, ciudad nocturna en el fondo de fondo en el fondo",las luces de la ciudad de santiago chile por la noche el centro de mexico ciudad de mexico foto tomada con ektachrome mexico por rodolfo escalera hora azul vista aerea de una montana iluminacion de la hora azul noche de puesta de sol de la ciudad luces neon en la ciudad de abajo con una ciudad moderna fotografia de la hora azul ciudad nocturna en el fondo de fondo en el fondo,luz santiago chile centro foto tomado ektachrome mexico rodolfo escalera visto aereo montana iluminacion noche puesta sol luces neon abajo moderno fotografia hora azul ciudad nocturno fondo,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the inside of a cave in the desert, in a beautiful crystal caverine, speleothems, inside of an expansive cave, inside an enormous vast cave, stone age rave in a cave, inside a humongous cave, inside an otherworldly planet, underwater crystal caverns, cave background, cave crystals, all inside an enormous cavern","El interior de una cueva en el desierto, en una hermosa caverina de cristal, los espeleotemes, dentro de una cueva expansiva, dentro de una enorme cueva vasta, la edad de piedra rave en una cueva, dentro de una cueva enorme, dentro de un planeta de otro mundo, cavernas de cristal submarinas, fondo de cuevas, cristales de cuevas, todo dentro de una caverna enormes",el interior de una cueva en el desierto en una hermosa caverina de cristal los espeleotemes dentro de una cueva expansiva dentro de una enorme cueva vasta la edad de piedra rave en una cueva dentro de una cueva enorme dentro de un planeta de otro mundo cavernas de cristal submarinas fondo de cuevas cristales de cuevas todo dentro de una caverna enormes,interior desierto hermoso caverín espeleotem expansivo vasto edad piedra rave planeta mundo submarinas fondo cristal cueva caverna enorme,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a man in a sombrel, blanco y negro, fotografia blanco y negro, mexican folklore, folklorico, ( el dia los muertos ), still from a music video, danza azteca dancers, black and white cinematography, film still from sin city, 4k greyscale hd photography, ( ( dia de los muertos ) )","Un hombre en un sombrero, Blanco y Negro, Fotografia Blanco y Negro, folklore mexicano, folklorico, (El Dia Los Muertos), todavía de un video musical, bailarines de Danza Azteca, cinematografía en blanco y negro, película todavía de Sin City, 4K Greyscale HD Photography, ((Dia de los Muertos)",un hombre en un sombrero blanco y negro fotografia blanco y negro folklore mexicano folklorico el dia los muertos todavia de un video musical bailarines de danza azteca cinematografia en blanco y negro pelicula todavia de sin city 4k greyscale hd photography dia de los muertos,hombre sombrero fotografia folklore mexicano folklorico video musical bailarín danza azteca cinematografia blanco negro pelicula city greyscale photography muerto,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a view of a city from a distance, downtown mexico, by Rodolfo Escalera, black road, guanajuato, wide roads, city street view background, street top view, foto realista, city in the background, cam de leon, twilight city on the background, in a city with a rich history, mountains and a huge old city","Una vista de una ciudad desde la distancia, en el centro de México, por Rodolfo Escalera, Black Road, Guanajuato, caminos anchos, fondo de la calle de la ciudad, visión superior de la calle, Foto Realista, ciudad en el fondo, Cam de Leon, Ciudad Crepediente en el fondo, en una ciudad con una rica historia, montañas y una gran ciudad de la ciudad antigua",una vista de una ciudad desde la distancia en el centro de mexico por rodolfo escalera black road guanajuato caminos anchos fondo de la calle de la ciudad vision superior de la calle foto realista ciudad en el fondo cam de leon ciudad crepediente en el fondo en una ciudad con una rica historia montanas y una gran ciudad de la ciudad antigua,vista distancia centro mexico rodolfo escalera black road guanajuato camino ancho vision superior calle foto realista cam leon crepediente fondo rico historia montana ciudad antiguo,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a carousel in the park, time travelers appear in a park, carousel, amusement park attractions, fairground rides, park background, amusement park, flying trees and park items, children playground, ( ferris wheel ), sunny park background, jc park, parks and public space, amusement park buildings, digger land amusement park, amusement park interior design, sunny day in a park","Un carrusel en el parque, los viajeros en el tiempo aparecen en un parque, carrusel, atracciones de parques de diversiones, paseos en el recinto ferial, fondo del parque, parque de atracciones, árboles voladores y artículos de parque, parque infantil, (Wheel de Ferris), fondo de parque soleado, parque JC, parques y espacio público, edificios de parques de diversiones, edificios de la tierra del parque de la diversión, el diseño del parque soleado, el día del parque en un parque en un parque en un parque de parques.",un carrusel en el parque los viajeros en el tiempo aparecen en un parque carrusel atracciones de parques de diversiones paseos en el recinto ferial fondo del parque parque de atracciones arboles voladores y articulos de parque parque infantil wheel de ferris fondo de parque soleado parque jc parques y espacio publico edificios de parques de diversiones edificios de la tierra del parque de la diversion el diseno del parque soleado el dia del parque en un parque en un parque en un parque de parques,viajero tiempo aparecer carrusel paseo recinto ferial atracción arbol volador articulo infantil wheel ferris fondo espacio publico diversión edificio tierra diversion diseno soleado parque parques,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the river in the jungle, above lush garden and hot spring, gunma prefecture, green waters, luxurious onsens, onsen, chiba prefecture, hot springs hidden cave, high-end onsen, in a river in the jungle, pools and streams, lush and green, onsens, japanese onsen, green oozing pool pit, lush valley, coban","El río en la jungla, sobre el exuberante jardín y las aguas termales, la prefectura de Gunma, las aguas verdes, el lujoso Onsens, Onsen, la prefectura de Chiba, la cueva escondida de aguas termales, Onsen de alta gama, en un río en la jungla, piscinas y arroyos, Lush and Green, Onsens, japonés, Onsen, Pool Green Pool, Valley, Valley, Coban, Coban, Coban.",el rio en la jungla sobre el exuberante jardin y las aguas termales la prefectura de gunma las aguas verdes el lujoso onsens onsen la prefectura de chiba la cueva escondida de aguas termales onsen de alta gama en un rio en la jungla piscinas y arroyos lush and green onsens japones onsen pool green pool valley valley coban coban coban,jungla exuberante jardin gunma verde lujoso prefectura chiba cueva escondido agua termal alto gama rio junglo piscina arroyo lush and onsens japón onsen green pool valley cor,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a view of a city with mountains in the background, sun rises between two mountains, two moons lighting, mountains in a background, mountains and colorful sunset!!, mountains and sunset!!, two moons, dramatic mountain background, two moons in the sky, the moon crashing into the earth, mountains at background, dramatic mountains in background, rio de janeiro","Una vista de una ciudad con montañas en el fondo, el sol se eleva entre dos montañas, dos lunas iluminadas, montañas en un fondo, montañas y coloridos puesta de sol!, montañas y puestos de sol!, dos lunas, fondo de montaña dramático, dos lunas en el cielo, la luna chocando contra la tierra, montañas en el fondo, montañas dramáticas de fondo, río de janeiroiro",una vista de una ciudad con montanas en el fondo el sol se eleva entre dos montanas dos lunas iluminadas montanas en un fondo montanas y coloridos puesta de sol montanas y puestos de sol dos lunas fondo de montana dramatico dos lunas en el cielo la luna chocando contra la tierra montanas en el fondo montanas dramaticas de fondo rio de janeiroiro,vista ciudad elevar iluminado colorido puesto sol dramatico cielo luna chocar tierra montana dramatica fondo rio janeiroiro,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a large dome with a water hole in the middle, geodesic domes, geodesic dome, glowing sphere, golden sunset, golden hour photography, a yellow sun shining down, glass domes, glass sphere, golden pyramids, golden hour photograph, golden hour in beijing, geodesic building, dome of wonders, global illumination hdri, ray tracing reflection","Una gran cúpula con un orificio de agua en el medio, cúpulas geodésicas, cúpula geodésica, esfera brillante, puesta de sol dorada, fotografía de hora dorada, un sol amarillo que brilla, cúpulas de vidrio, esfera de vidrio, pirámides doradas, fotografía de hora dorada, hora dorada en Beijing, edificio geodésico, domestria de solas, iluminación global hdri, reflectación de rayos de reflectación ray tracing tracing tracing hdrectionsfecting reflection sholectionsfection sholectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectiond, reflectionfirting Builder",una gran cupula con un orificio de agua en el medio cupulas geodesicas cupula geodesica esfera brillante puesta de sol dorada fotografia de hora dorada un sol amarillo que brilla cupulas de vidrio esfera de vidrio piramides doradas fotografia de hora dorada hora dorada en beijing edificio geodesico domestria de solas iluminacion global hdri reflectacion de rayos de reflectacion ray tracing tracing tracing hdrectionsfecting reflection sholectionsfection sholectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectiond reflectionfirting builder,orificio agua geodesica brillante puesto sol amarillo brillar cupula esfera vidrio piramid fotografia hora dorado beijing edificio geodesico domestria iluminacion global hdri rayo reflectacion ray tracing hdrectionsfecting reflection sholectionsfection sholectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectionsfectiond reflectionfirting builder,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the inside of a cave with a long walkway, inside a humongous cave, inside of an expansive cave, underground cave, star wars cavern interior, underground cavern, stone age rave in a cave, all inside an enormous cavern, plants inside cave, inside of a cave, cavern ceiling visible, inside an enormous vast cave, inside a cave","El interior de una cueva con una larga pasarela, dentro de una cueva enorme, dentro de una cueva expansiva, cueva subterránea, interior de la caverna de Star Wars, caverna subterránea, la edad de la edad de piedra en una cueva, todo dentro de una enorme caverna, plantas dentro de la cueva, dentro de una cueva, techo de caverna visible, dentro de una enorme cavé.",el interior de una cueva con una larga pasarela dentro de una cueva enorme dentro de una cueva expansiva cueva subterranea interior de la caverna de star wars caverna subterranea la edad de la edad de piedra en una cueva todo dentro de una enorme caverna plantas dentro de la cueva dentro de una cueva techo de caverna visible dentro de una enorme cave,largo pasarela expansivo subterraneo interior star wars subterranea edad piedra planta cueva techo caverna visible enorme cave,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the inside of a building with a large open area, exhibition hall lighting, large led lights, light shafts, volumeric lighting, a cathedral under an overpass, monorail station, set inside of parking garage, slanted ceiling, accent lighting : : peugot onyx, fluorescent ceiling lights, commercial lighting, environmental lighting, steel archways, background megastructure","El interior de un edificio con una gran área abierta, iluminación de la sala de exposiciones, grandes luces LED, ejes de luz, iluminación volumérica, una catedral debajo de un paso elevado, estación de monorrail, colocada dentro del estacionamiento, el techo inclinado, la iluminación de acento: PeuGot Onyx, luces de techo fluorescentes, iluminación comercial, iluminación ambiental, arcos de acero, fondo de fondo.",el interior de un edificio con una gran area abierta iluminacion de la sala de exposiciones grandes luces led ejes de luz iluminacion volumerica una catedral debajo de un paso elevado estacion de monorrail colocada dentro del estacionamiento el techo inclinado la iluminacion de acento peugot onyx luces de techo fluorescentes iluminacion comercial iluminacion ambiental arcos de acero fondo de fondo,interior edificio area abierta sala exposición led eje volumerico catedral paso elevado estacion monorrail colocado estacionamiento inclinado acento peugot onyx luz techo fluorescentes comercial iluminacion ambiental arco acero fondo,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a boat is on the water with mountains in the background, snowy mountain background, snow capped mountains, snowy mountains, mountain snow, snowy mountain, with a snowy mountain and ice, with snow on its peak, the city of santa barbara, snowy mountain landscape, snowy peaks, dusting of snow, majestic snowy mountains, by Michalis Oikonomou","Un bote está en el agua con montañas en el fondo, fondo de montaña nevada, montañas nevadas, montañas nevadas, nieve de montaña, montaña nevada, con una montaña nevada y hielo, con nieve en su apogeo, la ciudad de Santa Bárbara, paisaje de montaña nevada, picos nevados, polvo de nieve, majestuosas montañas nevadas, por Michalis Oikonomouomou",un bote esta en el agua con montanas en el fondo fondo de montana nevada montanas nevadas montanas nevadas nieve de montana montana nevada con una montana nevada y hielo con nieve en su apogeo la ciudad de santa barbara paisaje de montana nevada picos nevados polvo de nieve majestuosas montanas nevadas por michalis oikonomouomou,bote agua fondo hielo apogeo ciudad santa barbara paisaje pico nevado polvo nieve majestuoso montana nevada michalis oikonomouomou,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a sunset view of the city of rio, sunset panorama, sun rises between two mountains, mexico, mountains and sunset!!, by Rodolfo Escalera, mexico city, sunrise background, red sky background, downtown mexico, mountains and colorful sunset!!, orange sky, sunset background, orange sunset, panoramic photography, mountain sunrise, by Juan Villafuerte, backdrop of dawn","a sunset view of the city of rio, sunset panorama, sun rises between two mountains, mexico, mountains and sunset!!, by Rodolfo Escalera, mexico city, sunrise background, red sky background, downtown mexico, mountains and colorful sunset!!, orange sky, sunset background, orange sunset, panoramic photography, mountain sunrise, by Juan Villafuerte, backdrop of dawn",a sunset view of the city of rio sunset panorama sun rises between two mountains mexico mountains and sunset by rodolfo escalera mexico city sunrise background red sky background downtown mexico mountains and colorful sunset orange sky sunset background orange sunset panoramic photography mountain sunrise by juan villafuerte backdrop of dawn,view the rio panorama sun rises between two rodolfo escalera city red downtown mexico mountains and colorful sky background orange sunset panoramic photography mountain sunrise juan villafuerte backdrop dawn,1,the,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a city with a sunset in the background, drone view of a city, sunset lighting 8k, golden hour 4k, shot from a drone, vista of a city at sunset, drone photograph, city sunset, drone wide shot, drone view, 4k drone photography, drone photography, sun and shadow over a city, 2 0 2 1 cinematic 4 k framegrab","Una ciudad con una puesta de sol en el fondo, vista de drones de una ciudad, iluminación de la puesta de sol 8k, hora dorada 4K, filmada desde un dron, vista de una ciudad al atardecer, fotografía de drones, al atardecer de la ciudad, disparo de drones, visión de drones, fotografía de drones 4k, fotografía de drones, sol y sombra sobre una ciudad, 2 0 2 1 Cinematic 4 K Badregrab Crabgrab -GRAB",una ciudad con una puesta de sol en el fondo vista de drones de una ciudad iluminacion de la puesta de sol 8k hora dorada 4k filmada desde un dron vista de una ciudad al atardecer fotografia de drones al atardecer de la ciudad disparo de drones vision de drones fotografia de drones 4k fotografia de drones sol y sombra sobre una ciudad 2 0 2 1 cinematic 4 k badregrab crabgrab grab,fondo iluminacion puesta hora dorado filmado dron visto atardecer disparo vision fotografia drón sol sombra ciudad cinematic badregrab crabgrab grab,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a man sitting on top of a mountain looking out over a city, a wanderer on a mountain, looking at the mountains, sitting on the edge, sitting atop a dusty mountaintop, sitting cutely on a mountain, travel and adventure, looking at the city, hicham habchi, rome in background, panoramic anamorphic, standing atop a pile of rubble","Un hombre sentado en la cima de una montaña mirando por una ciudad, un vagabundo en una montaña, mirando las montañas, sentada en el borde, sentada sobre una montaña polvorienta, sentada libremente en una montaña, viajes y aventuras, mirando a la ciudad, Hicham Habchi, Roma en el fondo, un anamorfo panorámico, de pie un montón de escombros de escombros.",un hombre sentado en la cima de una montana mirando por una ciudad un vagabundo en una montana mirando las montanas sentada en el borde sentada sobre una montana polvorienta sentada libremente en una montana viajes y aventuras mirando a la ciudad hicham habchi roma en el fondo un anamorfo panoramico de pie un monton de escombros de escombros,hombre cima vagabundo borde polvoriento sentado libremente montana viajes aventura mirar ciudad hicham habchi roma fondo anamorfo panoramico pie monton escombro,4,montana,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a bowl of soup with meat and vegetables, chilaquiles, aji de gallina, cinemática, tacos, el dorado, chihuahua, mexican desert, simón staalhag style, macuahuitl, golondrinas, tjalf sparnaay, vale encantado, tlaquepaque, reina rocin, guanajuato","Un tazón de sopa con carne y verduras, chilaquiles, Aji de Gallina, Cinemática, Tacos, El Dorado, Chihuahua, Desierto mexicano, Simón Staalhag Style, Macuahuitl, Golondrinas, Tjalf Sparnaay, Vale Encantado, Tlaquepaque, Reina Rocin, Guanajuateo",un tazon de sopa con carne y verduras chilaquiles aji de gallina cinematica tacos el dorado chihuahua desierto mexicano simon staalhag style macuahuitl golondrinas tjalf sparnaay vale encantado tlaquepaque reina rocin guanajuateo,tazon sopa carne verdura chilaquil aji gallina cinematico taco dorado chihuahua desierto mexicano simon staalhag style macuahuitl golondrina tjalf sparnaay valer encantado tlaquepaque reina rocin guanajuateo,3,comida,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a sun shines over the sculpture, hexagon blocking the sun, geometric light rays, volumetric sun rays, volume rays, morning sun - rays, hexagon in front of the sun, light rays and shadows, volumetric rays, sun - rays, rays of volumetric light, volumetric light rays, sun rays, sun rays at sunset, pyramid in background","Un sol brilla sobre la escultura, el hexágono que bloquea el sol, los rayos de luz geométrico, los rayos del sol volumétrico, los rayos de volumen, los rayos del sol de la mañana, el hexágono frente al sol, los rayos y las sombras de la luz, los rayos volumétricos, los rayos del sol, los rayos de la luz volumétrica, los rayos volumétricos, los rayos del sol, los rayos solares al sol, el pyramid en el fondo del fondo del fondo del fondo del fondo de fondo.",un sol brilla sobre la escultura el hexagono que bloquea el sol los rayos de luz geometrico los rayos del sol volumetrico los rayos de volumen los rayos del sol de la manana el hexagono frente al sol los rayos y las sombras de la luz los rayos volumetricos los rayos del sol los rayos de la luz volumetrica los rayos volumetricos los rayos del sol los rayos solares al sol el pyramid en el fondo del fondo del fondo del fondo del fondo de fondo,brillar escultura bloquear geometrico volumen manana hexagono frente sombra luz volumetrico volumetricos rayo solar sol pyramid fondo,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the sun setting behind the mountain, sun rises between two mountains, mexico city, mountain sunrise, mountains and sunset!!, at snowy fuji mountain sunrise, mountains and colorful sunset!!, horizon of an erupting volcano, erupting volcano in distance, mount doom, mt. fuji, active volcano, mount fuji, crepuscular!!, rolling mountain, sunshaft","¡El sol poniendo detrás de la montaña, el sol sale entre dos montañas, la Ciudad de México, el amanecer de la montaña, las montañas y el atardecer!, En el amanecer de la montaña de Fuji nevada, las montañas y el colorido puesta de sol!, Horizon de un volcán en erupción, volcán en erupción en distancia, Monte Doom, Mt.Fuji, volcán activo, Monte Fuji, Crepuscular !!, Rolling Mountain, Sunshaft",el sol poniendo detras de la montana el sol sale entre dos montanas la ciudad de mexico el amanecer de la montana las montanas y el atardecer en el amanecer de la montana de fuji nevada las montanas y el colorido puesta de sol horizon de un volcan en erupcion volcan en erupcion en distancia monte doom mtfuji volcan activo monte fuji crepuscular  rolling mountain sunshaft,poner salir ciudad mexico atardecer amanecer nevado montana colorido puesta sol horizon volcan erupcion distancia doom volcar activo monte fuji crepuscular rolling mountain sunshaft,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a view of the city of santiago, chile, panoramic photography, drone photograph, city of armenia quindio, drone photography, drone wide shot, drone view, drone view of a city, 4k panoramic, 4k drone photography, drone photo, puerto rico, 4k wide lenses photograph, catia, wide angle photography, panoramic anamorphic","Una vista de la ciudad de Santiago, Chile, fotografía panorámica, fotografía de drones, ciudad de Armenia Quindio, fotografía de drones, disparo de drones, visión de drones, vista de drones de una ciudad, 4K panorámico, 4K Drone Drone Photogray, Photo de drones, Puerto Rico, lentes de 4K ancho, fotografía de catia, fotografía de gran angular, anamorfic panorámico.",una vista de la ciudad de santiago chile fotografia panoramica fotografia de drones ciudad de armenia quindio fotografia de drones disparo de drones vision de drones vista de drones de una ciudad 4k panoramico 4k drone drone photogray photo de drones puerto rico lentes de 4k ancho fotografia de catia fotografia de gran angular anamorfic panoramico,santiago chile panoramica armenia quindio disparo vision vista ciudad drone photogray photo drón puerto rico lentes ancho catia fotografia angular anamorfic panoramico,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a poster advertising a train ride, travel ad, 1960s advertisement, retro ad, retro cover, travel poster, colombia en los años 60, brochure, 1 9 6 0 s technicolor, 1960s technicolor, vibrant tourism poster, mexico, 1960s illustration, poster vintage, retro poster, high speed trains","Un póster que anuncia un viaje en tren, anuncio de viajes, anuncio de la década de 1960, anuncio retro, portada retro, póster de viaje, Colombia en Los Años 60, folleto, 1 9 6 0 S Technicolor, 1960S Techolor, Vibrant Tourism Partter, México, ilustración de 1960, vintage de carteles, poste retro, trenes de alta velocidad",un poster que anuncia un viaje en tren anuncio de viajes anuncio de la decada de 1960 anuncio retro portada retro poster de viaje colombia en los anos 60 folleto 1 9 6 0 s technicolor 1960s techolor vibrant tourism partter mexico ilustracion de 1960 vintage de carteles poste retro trenes de alta velocidad,anunciar decada anuncio portado poster viaje colombia ano folleto technicolor 1960s techolor vibrant tourism partter mexico ilustracion vintage cartel poste retro tren alto velocidad,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a river with trees and moss growing on the banks, scene from louisiana swamps, louisiana swamps, bayou, cypress trees, tall cypress trees, swamp forest, backwater bayou, louisiana, flooded swamp, harmony of swamp, swamps, by Dave Arredondo, swamp land, spanish moss, dark swamp, swampy atmosphere, eery dead swamp setting","Un río con árboles y musgo que crecen en las orillas, la escena de Louisiana Swamps, Louisiana Swamps, Bayou, Cypress Trees, Alto Cypress Trees, Swamp Forest, Backwater Bayou, Louisiana, Swamp inundado, Armonía de Swamp, Swamps, por Dave Dave, Swamp Land, español Moss, Moss, Moss, Moss, Atmósforo de Swampy, Swamps Swamps Dead Swamps.",un rio con arboles y musgo que crecen en las orillas la escena de louisiana swamps louisiana swamps bayou cypress trees alto cypress trees swamp forest backwater bayou louisiana swamp inundado armonia de swamp swamps por dave dave swamp land espanol moss moss moss moss atmosforo de swampy swamps swamps dead swamps,rio arbol musgo crecer orilla escena alto cypress trees forest backwater bayou louisiana inundado armonia dave land espanol moss atmosforo swampy swamp dead swamps,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the moon rises over the city of santiago, chile, giant super moon, the moon is big an in the city, moon behind, moon rising, big moon, beautiful moon light, full moon in background, apartment building on the moon, large moon, full moon on the sky, big full moon, big moon in background, full big moon, city on the moon","La luna se eleva sobre la ciudad de Santiago, Chile, Super Moon Giant, la luna es grande y en la ciudad, la luna detrás, la luna saliendo, la luna grande, la hermosa luz de la luna, la luna llena en el fondo, el edificio de apartamentos en la luna, la luna grande, la luna llena en el cielo, la gran luna llena, la luna grande en el fondo, la luna llena, la ciudad en la luna en la luna, la luna",la luna se eleva sobre la ciudad de santiago chile super moon giant la luna es grande y en la ciudad la luna detras la luna saliendo la luna grande la hermosa luz de la luna la luna llena en el fondo el edificio de apartamentos en la luna la luna grande la luna llena en el cielo la gran luna llena la luna grande en el fondo la luna llena la ciudad en la luna en la luna la luna,elevar santiago chile super moon giant salir hermoso luz edificio apartamento cielo fondo lleno ciudad luna,2,fondo,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a city with many trees and buildings, parks and public space, river with low hanging plants, nature growing around the city, by Cherryl Fountain, urban plaza, downtown mexico, the city is full of green plants, landscape architecture photo, city park with flowers, urban jungle plants, nature returning to the city, photo taken with ektachrome, floating trees","Una ciudad con muchos árboles y edificios, parques y espacio público, río con plantas bajas, naturaleza que crece alrededor de la ciudad, por la fuente de Cherryl, la plaza urbana, el centro de México, la ciudad está llena de plantas verdes, foto de arquitectura de paisaje, parque de la ciudad con flores, plantas de la jungla urbana, naturaleza que regresa a la ciudad, foto tomada con ektacromo, árboles de árboles flotantes de flotación",una ciudad con muchos arboles y edificios parques y espacio publico rio con plantas bajas naturaleza que crece alrededor de la ciudad por la fuente de cherryl la plaza urbana el centro de mexico la ciudad esta llena de plantas verdes foto de arquitectura de paisaje parque de la ciudad con flores plantas de la jungla urbana naturaleza que regresa a la ciudad foto tomada con ektacromo arboles de arboles flotantes de flotacion,edificio parques espacio publico rio bajo crecer fuente cherryl plaza centro mexico llena verde arquitectura paisaje parque flor planta jungla urbano naturaleza regresar ciudad foto tomado ektacromo arbol flotante flotacion,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the facade of the museum of fine arts in the city of dresden, guanajuato, mexico city, downtown mexico, museum background, royal palace, monumental giant palace, in a city with a rich history, miles df, a monumental, tenochtitlan, ancient catedral behind her, brutalist aztec architecture, by Juan Villafuerte","La fachada del Museo de Bellas Artes en la ciudad de Dresde, Guanajuato, Ciudad de México, centro de México, fondo del museo, palacio real, palacio gigante monumental, en una ciudad con una rica historia, millas df, un tenuequtitlán monumental, antiguo detrás de ella, arquitectura brutalista azteca, por parte de juan villafuertete de",la fachada del museo de bellas artes en la ciudad de dresde guanajuato ciudad de mexico centro de mexico fondo del museo palacio real palacio gigante monumental en una ciudad con una rica historia millas df un tenuequtitlan monumental antiguo detras de ella arquitectura brutalista azteca por parte de juan villafuertete de,fachada bello art dresde guanajuato centro mexico fondo museo real palacio gigante ciudad rico historia millas tenuequtitlan monumental antiguo arquitectura brutalista azteco juan villafuertete,0,ciudad,MONTERREY_DESC_TRADUCIDO_LIMPIO
"the sun sets over the water and a boat in the fore, ribbon chapel, venice biennale's golden lion, sunset ligthing, architecture digest, pritzker architecture prize, metallic architecture, golden curve structure, vine bridge silhouette over lake, parametric architecture, in style of norman foster, cathedral of sun, sportspalast amphitheatre, hillside desert pavilion, metallic bridge","the sun sets over the water and a boat in the fore, ribbon chapel, venice biennale's golden lion, sunset ligthing, architecture digest, pritzker architecture prize, metallic architecture, golden curve structure, vine bridge silhouette over lake, parametric architecture, in style of norman foster, cathedral of sun, sportspalast amphitheatre, hillside desert pavilion, metallic bridge",the sun sets over the water and a boat in the fore ribbon chapel venice biennales golden lion sunset ligthing architecture digest pritzker architecture prize metallic architecture golden curve structure vine bridge silhouette over lake parametric architecture in style of norman foster cathedral of sun sportspalast amphitheatre hillside desert pavilion metallic bridge,sets water and boat the fore ribbon chapel venice biennale lion sunset ligthing digest pritzker prize golden curve structure venir silhouette over lake parametric architecture style norman foster cathedral sun sportspalast amphitheatre hillside desert pavilion metallic bridge,1,the,MONTERREY_DESC_TRADUCIDO_LIMPIO
"a mountain covered in snow with a few bushes, new mexican desert background, blizzard in the mountains, mountains in fog background, snowy mountain background, snowy canyon at dawn, snowy mountain landscape, snow landscape background, snowy mountains, sekiro mountain, mexican desert, snowy hill at sunrise, with a snowy mountain and ice, mojave desert, mountain snow, majestic snowy mountains","a mountain covered in snow with a few bushes, new mexican desert background, blizzard in the mountains, mountains in fog background, snowy mountain background, snowy canyon at dawn, snowy mountain landscape, snow landscape background, snowy mountains, sekiro mountain, mexican desert, snowy hill at sunrise, with a snowy mountain and ice, mojave desert, mountain snow, majestic snowy mountains",a mountain covered in snow with a few bushes new mexican desert background blizzard in the mountains mountains in fog background snowy mountain background snowy canyon at dawn snowy mountain landscape snow landscape background snowy mountains sekiro mountain mexican desert snowy hill at sunrise with a snowy mountain and ice mojave desert mountain snow majestic snowy mountains,covered few bushes new blizzard the fog canyon dawn landscape background sekiro mexican hill sunrise with and ice mojave desert mountain snow majestic snowy mountains,1,the,MONTERREY_DESC_TRADUCIDO_LIMPIO
