prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad
"the city of nairobi at night, são paulo, city high-rise, perched on a skyscraper, sao paulo, soaring above a dense city, aerial photograph of skyscraper, futuristic sao paulo, sky - high view, high above the ground, towering over a city, towering over your view, towering high up over your view, aerial photography, kuala lumpur","La ciudad de Nairobi por la noche, São Paulo, la ciudad de gran altura, encaramada en un rascacielos, Sao Paulo, que se eleva sobre una densa ciudad, fotografía aérea de rascacielos, futuristic Sao Paulo, cielo: alta vista, muy por encima del suelo, que se eleva sobre una ciudad, que se eleva sobre su vista, altaga por encima de su vista, fotografía aérea, Kuala Lumpur.",la ciudad de nairobi por la noche sao paulo la ciudad de gran altura encaramada en un rascacielos sao paulo que se eleva sobre una densa ciudad fotografia aerea de rascacielos futuristic sao paulo cielo alta vista muy por encima del suelo que se eleva sobre una ciudad que se eleva sobre su vista altaga por encima de su vista fotografia aerea kuala lumpur,nairobi noche altura encaramado denso rascacielos futuristic sao paulo cielo alto visto suelo ciudad elevar altaga vista fotografia aerea kuala lumpur,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a painting of a man holding a knife, by David Alfaro Siqueiros, by José Clemente Orozco, mexican muralism ) ravi supa, remedios varo uranga, inspired by David Alfaro Siqueiros, symbolic mural, inspired by José Clemente Orozco, el anatsui, murals","Una pintura de un hombre que sostiene un cuchillo, por David Alfaro Siqueiros, por José Clemento Orozco, Muralismo mexicano) Ravi Supa, Remedios Varo uranga, inspirado por David Alfaro Siqueiros, Mural simbólico, inspirado por José Clemento Orozco, El Anatsui, Murals Murals",una pintura de un hombre que sostiene un cuchillo por david alfaro siqueiros por jose clemento orozco muralismo mexicano ravi supa remedios varo uranga inspirado por david alfaro siqueiros mural simbolico inspirado por jose clemento orozco el anatsui murals murals,pintura hombre sostener cuchillo muralismo mexicano ravi supa remedio varo uranguir david alfaro siqueiros mural simbolico inspirado jose clemento orozco anatsui murals,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a sculpture of two elephants in a circle, humanoids overgrown with flowers, 3 d ar vr art, fish eye effect, fisheye lens photography, fisheye lens photo, anamorphic wide angle lens, portal made of roses, weird alien trees, low angle fish eye lens, fish-eye lense, fish eye lens, 3 6 0 picture","Una escultura de dos elefantes en un círculo, humanoides cubiertos de flores, 3 d AR vr arte, efecto de ojo de pez, fotografía de lentes de peces, foto de lente de peces, lente anamórfica de gran angular, portal hecho de rosas, extraños árboles alienígenas, lente de ojo de pescado de ángulo bajo, lente de ojos de pez, lente de ojos de pescado, 3 6 0 imagen de imagen",una escultura de dos elefantes en un circulo humanoides cubiertos de flores 3 d ar vr arte efecto de ojo de pez fotografia de lentes de peces foto de lente de peces lente anamorfica de gran angular portal hecho de rosas extranos arboles alienigenas lente de ojo de pescado de angulo bajo lente de ojos de pez lente de ojos de pescado 3 6 0 imagen de imagen,escultura elefante circulo humanoid cubierto flor arte efecto fotografia lent foto anamorfico angular portal rosa extrano arbol alienigena angulo pez lente ojo pescado imagen,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a poster advertising a meal with a plate of food, gastronomica magazine, award - winning magazine cover, chilaquiles, gastronomy magazine, wolff olins |, in the cover of new york times, cover of new york times, cinemática, religión, by Rodolfo Escalera, magazine ad, by Amelia Peláez, cover of a magazine","Un póster que anuncia una comida con un plato de comida, revista Gastronomica, premio - portada de revistas ganador, Chilaquiles, Gastronomy Magazine, Wolff Olins |, en la portada de New York Times, portada de New York Times, Cinemática, Religión, de Rodolfo Escalera, Magazine AD, de Amelia Peláez, portada de una revista de una revista.",un poster que anuncia una comida con un plato de comida revista gastronomica premio  portada de revistas ganador chilaquiles gastronomy magazine wolff olins  en la portada de new york times portada de new york times cinematica religion de rodolfo escalera magazine ad de amelia pelaez portada de una revista de una revista,poster anunciar plato comida revisto gastronomico premio ganador chilaquiles gastronomy wolff olins portada new york times cinematica religion rodolfo escalera magazine amelia pelaez portado revista,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a plate with a small piece of food on it, on a wooden plate, served on a plate, the plate is on a wooden table, molecular gastronomy, canned dog food on a plate, over a dish and over a table, hand carved brown resin, mushrooms and peyote at the base, forest made out of mushroom, on a plate, brown mud","Un plato con un pequeño trozo de comida, en un plato de madera, servido en un plato, el plato está en una mesa de madera, gastronomía molecular, comida para perros enlatada en un plato, sobre un plato y sobre una mesa, resina marrón tallada, champiñones y peyote en la base, bosque hecha de pulverización, en un plato, barro marrón, barro de barro, barro.",un plato con un pequeno trozo de comida en un plato de madera servido en un plato el plato esta en una mesa de madera gastronomia molecular comida para perros enlatada en un plato sobre un plato y sobre una mesa resina marron tallada champinones y peyote en la base bosque hecha de pulverizacion en un plato barro marron barro de barro barro,pequeno trozo servido madera gastronomia molecular comida perro enlatado mesa resín tallado champinones peyote base bosque hecho pulverizacion plato marron barro,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a painting of a mountain with a cloud, by José Clemente Orozco, by Marianne North, judy chicago, style of albert bierstadt, by David Alfaro Siqueiros, salvador dali painting, remedios varo uranga, by Alexandre Benois, by Carel Willink, surrealist landscape painting, in style of albert bierstadt","Una pintura de una montaña con una nube, por José Clemente Orozco, de Marianne North, Judy Chicago, estilo de Albert Bierstadt, de David Alfaro Siqueiros, Salvador Dali Pintura, Pintura de Remedios Remedios, por Alexandre Benois, por Carel Willink, pintura de paisajes surrealistas, al estilo de Alerstadtttttt",una pintura de una montana con una nube por jose clemente orozco de marianne north judy chicago estilo de albert bierstadt de david alfaro siqueiros salvador dali pintura pintura de remedios remedios por alexandre benois por carel willink pintura de paisajes surrealistas al estilo de alerstadtttttt,montana nube jose clemente orozco marianne north judy chicago albert bierstadt david alfaro siqueiros salvador dali remedio alexandre benois carel willink pintura paisaje surrealista estilo alerstadtttttt,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a person sitting on a bench in a park, parks and public space, bangkok townsquare, park background, plaza, town center background, green spaces, a park, outdoors tropical cityscape, park landscape, city of armenia quindio, parks and gardens, jc park, manila, city park, palermo city street, central park, downtown mexico, sunken square","Una persona sentada en un banco en un parque, parques y espacios públicos, Bangkok Townsquare, fondo de parques, plaza, fondo de centro de la ciudad, espacios verdes, un parque, paisaje de la ciudad tropical al aire libre, paisaje de parque, ciudad de Armenia Quindio, parques y jardines, JC Park, Manila, Palermo City Street, Central Park, Sunken Square, Sunken Square, Sunken Square, Sunken Square.",una persona sentada en un banco en un parque parques y espacios publicos bangkok townsquare fondo de parques plaza fondo de centro de la ciudad espacios verdes un parque paisaje de la ciudad tropical al aire libre paisaje de parque ciudad de armenia quindio parques y jardines jc park manila palermo city street central park sunken square sunken square sunken square sunken square,persona sentado banco publico bangkok townsquare plaza fondo centro espacio verde tropical aire libre paisaje parque ciudad armenia quindio parques jardines manila palermo city street central park sunken square,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a ferris at night with a ferris wheel in the background, ferris wheel, colorful neon lighting, ( ferris wheel ), colorful neon lights, fairground rides, neon volumetric lights, neon rim light, bright neon lighting, beautiful colorful lights, glow of neon lights, vibrantly lush neon lighting, symmetrical neon rim light, colorful neon signs, colorful lights","a ferris at night with a ferris wheel in the background, ferris wheel, colorful neon lighting, ( ferris wheel ), colorful neon lights, fairground rides, neon volumetric lights, neon rim light, bright neon lighting, beautiful colorful lights, glow of neon lights, vibrantly lush neon lighting, symmetrical neon rim light, colorful neon signs, colorful lights",a ferris at night with a ferris wheel in the background ferris wheel colorful neon lighting  ferris wheel  colorful neon lights fairground rides neon volumetric lights neon rim light bright neon lighting beautiful colorful lights glow of neon lights vibrantly lush neon lighting symmetrical neon rim light colorful neon signs colorful lights,night with the background ferris wheel fairground rides volumetric bright beautiful glow vibrantly lush lighting symmetrical rim light neon signs colorful lights,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a couple walking through the courtyard of a church, guanajuato, father with child, father holds child in the hand, tlaquepaque, quito school, museum background, in a city with a rich history, mexico city, with a kid, walking in a castle, of a family standing in a park, streets of salvador, pointing to heaven, son","Una pareja caminando por el patio de una iglesia, Guanajuato, padre con hijo, padre sostiene a un niño en la mano, tlaquepaque, quito escolar, fondo de museo, en una ciudad con una rica historia, ciudad de México, con un niño, caminando en un castillo, de una familia en un parque, calles de Salvador, señalando el cielo, hijo, hijo, hijo, hijo.",una pareja caminando por el patio de una iglesia guanajuato padre con hijo padre sostiene a un nino en la mano tlaquepaque quito escolar fondo de museo en una ciudad con una rica historia ciudad de mexico con un nino caminando en un castillo de una familia en un parque calles de salvador senalando el cielo hijo hijo hijo hijo,pareja patio iglesia guanajuato padre sostener mano tlaquepaque quitar escolar fondo museo rico historia ciudad mexico nino caminar castillo familia parque calle salvador senalar cielo hijo,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a person holding a beer barrel in front of a sign, tlaquepaque, wooden crates and barrels, realistic colorful photography, tribarrel, render corona, okuda sam miguel, coronarender, colorful neon signs, instagram contest winner, rendered in corona, corona rendered, foto realista, boroque, mexican folklore, celebrating day of the dead","a person holding a beer barrel in front of a sign, tlaquepaque, wooden crates and barrels, realistic colorful photography, tribarrel, render corona, okuda sam miguel, coronarender, colorful neon signs, instagram contest winner, rendered in corona, corona rendered, foto realista, boroque, mexican folklore, celebrating day of the dead",a person holding a beer barrel in front of a sign tlaquepaque wooden crates and barrels realistic colorful photography tribarrel render corona okuda sam miguel coronarender colorful neon signs instagram contest winner rendered in corona corona rendered foto realista boroque mexican folklore celebrating day of the dead,person holding beer barrel front sign tlaquepaque wooden crates and barrels realistic photography tribarrel render okuda sam miguel coronarender colorful neon signs instagram contest winner corona corón rendered foto realista boroque mexican folklore celebrating day the dead,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a bowl of food with a spoon in it, bowl filled with food, hen of the woods mushrooms, edible flowers, mushrooms and plants, mushrooms and peyote at the base, wooden bowl, romanesco broccoli, flowers and gold, gold flowers, bowl, chrysanthemum, its bowl overflowing with plants, golden flowers, mediumslateblue flowers","Un tazón de comida con una cuchara, un tazón lleno de comida, gallina de los bosques de champiñones, flores comestibles, champiñones y plantas, champiñones y peyote en la base, cuenco de madera, brocoli romanesco, flores y oro, flores de oro, tazón, crisantemo, su tazón sobrefloso con plantas, flores doradas, flores medianas de mínimo.",un tazon de comida con una cuchara un tazon lleno de comida gallina de los bosques de champinones flores comestibles champinones y plantas champinones y peyote en la base cuenco de madera brocoli romanesco flores y oro flores de oro tazon crisantemo su tazon sobrefloso con plantas flores doradas flores medianas de minimo,cuchara lleno comida gallín bosque comestibl champinones peyote base cuenco madera brocoli romanesco flores oro crisantemo tazon sobrefloso planta dorado flor mediano minimo,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a white house with pink flowers on the side, tlaquepaque, bougainvillea, with colorful flowers and plants, guanajuato, flowers and vines, by Juan Villafuerte, pueblo architecture, vines and flowers, marbella, lush flowery outdoors, downtown mexico, beatiful house, flowery cottage, dorne, flowers and trees","Una casa blanca con flores rosadas al costado, tlaquepaco, bougainvillea, con flores y plantas coloridas, guanajuato, flores y enredaderas, por Juan Villafuerte, arquitectura de pueblo, enredaderas y flores, marbella, exuberantes al aire libre, el centro de México, la casa beatiful, la cabaña florida, las flores, las flores y los árboles",una casa blanca con flores rosadas al costado tlaquepaco bougainvillea con flores y plantas coloridas guanajuato flores y enredaderas por juan villafuerte arquitectura de pueblo enredaderas y flores marbella exuberantes al aire libre el centro de mexico la casa beatiful la cabana florida las flores las flores y los arboles,blanco rosado costado tlaquepaco bougainvillea planta colorida guanajuato flores juan villafuerte arquitectura pueblo enredadera marbella exuberant aire libre centro mexico casa beatiful cabana florida flor arbol,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a store with many different toys and toys, holographic case display, high detailed store, figurines, inside a magical item shop, toys figures, store, arcade machines, stores, display case, video game consoles, shopwindows, hologram center, toy room, games workshop, storefronts, the blessed aisles, clear glass wall, lots of shops","Una tienda con muchos juguetes y juguetes diferentes, pantalla holográfica, tienda detallada, figuras, dentro de una tienda de artículos mágicos, figuras de juguetes, tienda, máquinas arcade, tiendas, vitrinas, consolas de videojuegos, ventanillas de tiendas, centro de hologramas, sala de juguetes, talleres de juegos, tiendas, los benditos atenuados, paredes de vidrio transparente, muchas tiendas de tiendas de tiendas",una tienda con muchos juguetes y juguetes diferentes pantalla holografica tienda detallada figuras dentro de una tienda de articulos magicos figuras de juguetes tienda maquinas arcade tiendas vitrinas consolas de videojuegos ventanillas de tiendas centro de hologramas sala de juguetes talleres de juegos tiendas los benditos atenuados paredes de vidrio transparente muchas tiendas de tiendas de tiendas,pantalla holografico detallado articulo magico figura maquina arcade vitrina consola videojuego ventanilla centro holograma sala juguete taller juego bendito atenuado pared vidrio transparente tienda,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"chura de chura chura chura chura chura chura chura chura chura chura chura chura chu, \'emulador\', ad image, foodphoto, on a canva, chunky!!!, circural, flash image, responsive, food advertisement, award - winning crisp details ”, award-winning crisp details”, canva","Chura de Chura Chura Chura Chura Chura Chura Chura Chura Chura Chura Chura Chura Chu, \ 'Emulador \', AD Image, Foodphoto, en un lienzo, grueso, Circural, Imagen Flash, Receptive, Anuncio de alimentos, premio - Detalles nítidos ganadores ”, detalles nítidos galardonados”, Canva Canva",chura de chura chura chura chura chura chura chura chura chura chura chura chura chu  emulador  ad image foodphoto en un lienzo grueso circural imagen flash receptive anuncio de alimentos premio  detalles nitidos ganadores  detalles nitidos galardonados canva canva,chura chu emulador image foodphoto lienzo grueso circural imagen flash receptivir anuncio alimento premio ganador detalle nitido galardonado canva,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a pink flower on a branch with a blur background, plumeria, pink flowers, pink flower, beautiful tropical flowers, magnolia, magnolias, pink petals, blooming tropical flowers, tropical flower plants, pink yellow flowers, pink orange flowers, beautiful flower, pink petals fly, flowers and blossoms, trees and flowers, subtropical flowers and plants, flowers and trees","Una flor rosa en una rama con fondo desenfoque, plumería, flores rosadas, flor rosa, hermosas flores tropicales, magnolia, magnolias, pétalos rosados, flores tropicales florecientes, flores tropicales, flores de color amarillo rosado, flores de naranja rosada, hermosos flores, pétalos rosados, flores y flores, flores y flores, flores subtropicales y plantas, flores y árboles de árboles y árboles",una flor rosa en una rama con fondo desenfoque plumeria flores rosadas flor rosa hermosas flores tropicales magnolia magnolias petalos rosados flores tropicales florecientes flores tropicales flores de color amarillo rosado flores de naranja rosada hermosos flores petalos rosados flores y flores flores y flores flores subtropicales y plantas flores y arboles de arboles y arboles,rama fondo desenfoque plumeria rosa magnolia floreciente tropical color amarillo naranja hermoso petalo rosado flor subtropical planta flores arbol,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the interior of the stadium, soccer stadium, stadium landscape, render corona, stadium setting, stadium, art deco stadium, guanajuato, mexico, cam de leon, inspired by Hugo Sánchez Bonilla, standing in a stadium, mexico city, red and white colors, crimson and white color scheme, sportspalast amphitheatre, arena, red and white stripes","El interior del estadio, el estadio de fútbol, ​​el paisaje del estadio, la corona, el estadio, el estadio, el estadio Art Deco, Guanajuato, México, Cam de Leon, inspirados en Hugo Sánchéz Bonilla,",el interior del estadio el estadio de futbol el paisaje del estadio la corona el estadio el estadio el estadio art deco guanajuato mexico cam de leon inspirados en hugo sanchez bonilla,interior futbol paisaje corona estadio art deco guanajuato mexico cam leon inspirado hugo sanchez bonilla,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the inside of a church with a red and white rug, sunlight shining through windows, photographic isometric cathedral, dramatic lighting with god rays, the blessed aisles, heavenly dramatic lighting, holy light rays, voluminous light and light rays, god rays pass through the window, holy rays of spiritual light, standing inside of a church, holy rays, divine lighting","El interior de una iglesia con una alfombra roja y blanca, la luz del sol que brilla a través de las ventanas, la catedral isométrica fotográfica, iluminación dramática con rayos de Dios, los benditos pasillos, iluminación dramática celestial, rayos de luz sagrada, luz voluminosa y rayos de luz, rayos de Dios pasan por la ventana, rayos sagrados de luz espiritual, de pie dentro de una iglesia, rayos sagrados, iluminación divina.",el interior de una iglesia con una alfombra roja y blanca la luz del sol que brilla a traves de las ventanas la catedral isometrica fotografica iluminacion dramatica con rayos de dios los benditos pasillos iluminacion dramatica celestial rayos de luz sagrada luz voluminosa y rayos de luz rayos de dios pasan por la ventana rayos sagrados de luz espiritual de pie dentro de una iglesia rayos sagrados iluminacion divina,interior alfombra rojo blanco sol brillar traves catedral isometrico fotografico bendito pasillo dramatico celestial voluminoso rayo dios pasar ventana luz espiritual pie iglesia rayos sagrado iluminacion divina,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"red bull team celebrates the win, daniel ricciardo, max verstappen, formula 1, f 1, showing victory, red bull, podium, arms held high in triumph, formula one car, champion, triumphant, the new king of great britain, crowd cheering, victory, f 1/3, one fist raised high in triumph, victorious, crowd hails him, t - pose","El equipo de Red Bull celebra la victoria, Daniel Ricciardo, Max Verstappen, Fórmula 1, F 1, que muestra la victoria, Bull Red, Podium, los brazos en lo alto del triunfo, la Fórmula Uno Car, campeón, triunfante, el nuevo rey de Gran Bretaña, multitudes, victoria, victoria, f 1/3, un fist en triunfal, victoria, multitud hail hail, t - victoria, victoria, victor",el equipo de red bull celebra la victoria daniel ricciardo max verstappen formula 1 f 1 que muestra la victoria bull red podium los brazos en lo alto del triunfo la formula uno car campeon triunfante el nuevo rey de gran bretana multitudes victoria victoria f 13 un fist en triunfal victoria multitud hail hail t  victoria victoria victor,equipo celebrar daniel ricciardo max verstappen formular mostrar bull red podium brazo alto triunfo formula car campeon triunfante rey bretana fist triunfal multitud hail victoria victor,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a field of flowers with a statue in the background, floral sunset, orange flowers, orange sunset, city park with flowers, orange sky, orange sun set, orange dawn, sunburst behind woman, orange clouds, orange colors, rostov, autumn sunset, ukraine. photography, rostov city, the glimmering orange dawn, epic red - orange sunlight","Un campo de flores con una estatua en el fondo, puesta de sol floral, flores de naranja, puesta de sol de naranja, parque de la ciudad con flores, cielo naranja, juego de sol naranja, amanecer de naranja, estallido de sol detrás de la mujer, nubes de naranja, colores naranjas, Rostov, Autumn Sunset, Ucrania.Fotografía, Ciudad de Rostov, el brillante amanecer de naranja, Epic Red - Orange Sunlight",un campo de flores con una estatua en el fondo puesta de sol floral flores de naranja puesta de sol de naranja parque de la ciudad con flores cielo naranja juego de sol naranja amanecer de naranja estallido de sol detras de la mujer nubes de naranja colores naranjas rostov autumn sunset ucraniafotografia ciudad de rostov el brillante amanecer de naranja epic red  orange sunlight,campo estatua fondo floral puesta parque flor cielo juego estallido sol mujer nube color autumn sunset ucrania fotografia ciudad rostov brillante amanecer naranja epic red orange sunlight,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a statue in the middle of a field with blue ag ag ag ag ag ag ag ag ag ag ag, mexico city, downtown mexico, photo of the statue of liberty, guanajuato, mexico, el dorado, tenochtitlan, the statue of liberty, tucson arizona, backdrop of dawn, by Dave Arredondo, statue of liberty","Una estatua en medio de un campo con Blue Ag Ag Ag Ag Ag Ag Ag Ag Ag Ag, Ciudad de México, centro de México, Foto de la Estatua de la Libertad, Guanajuato, México, El Dorado, Tenochtitlan, La Estatua de la Libertad, Tucson Arizona, Backdrop of Dawn, por Dave Arredondo, Statue of Liberty",una estatua en medio de un campo con blue ag ag ag ag ag ag ag ag ag ag ciudad de mexico centro de mexico foto de la estatua de la libertad guanajuato mexico el dorado tenochtitlan la estatua de la libertad tucson arizona backdrop of dawn por dave arredondo statue of liberty,campo blue ciudad centro foto guanajuato mexico dorado tenochtitlan estatua libertad tucson arizona backdrop dawn dave arredondo statue liberty,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a sandwich with meat and onions on a cutting board, sandwich with fried tofu, one sandwich with fried tofu, pork meat, raw pork, central pork, pulled pork sandwich, simón staalhag style, pork, brown bread with sliced salo, chorizo sausage, chicken sandwich, piroca, nugget and sausage on plate, 4 k high - resolution photograph, peruvian","Un sándwich con carne y cebollas en un tablero de corte, sándwich con tofu frito, un sándwich con tofu frito, carne de cerdo, carne de cerdo cruda, carne de cerdo central, sándwich de cerdo tirado, estilo Simón Staalhag, carne de cerdo, pan marrón con salo en rodajas, sausage de chorizo, sándwich de pollo, piroca, nugget y salos en placa, 4 k de alta k k - resolución de salos, persevio, sándwich de pollo, piroca, nugget y salos en placa, placa de 4 k altos km de resolución, perió",un sandwich con carne y cebollas en un tablero de corte sandwich con tofu frito un sandwich con tofu frito carne de cerdo carne de cerdo cruda carne de cerdo central sandwich de cerdo tirado estilo simon staalhag carne de cerdo pan marron con salo en rodajas sausage de chorizo sandwich de pollo piroca nugget y salos en placa 4 k de alta k k  resolucion de salos persevio sandwich de pollo piroca nugget y salos en placa placa de 4 k altos km de resolucion perio,cebolla tablero corte tofu frito crudo central tirado estilo simon staalhag carne cerdo pan marron rodaja sausage chorizo alta persevio sandwich pollo piroca nugget salo placa alto resolucion perio,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the ceiling of the church of san in san, by David Alfaro Siqueiros, by José Clemente Orozco, mexican muralism ) ravi supa, 3 6 0 picture, inspired by David Alfaro Siqueiros, murals, 3 d ar vr art, muralism, painting on the ceiling, google arts and cultures, mural art","El techo de la Iglesia de San en San, por David Alfaro Siqueiros, por José Clemente Orozco, Muralismo mexicano) Ravi Supa, 3 6 0 Imagen, inspirada en David Alfaro Siqueiros, Murales, 3 d Ar Vr Art, Muralism, pintando en el techo, Google Arts and Cultures, Art Mural Art Art, Art Mural",el techo de la iglesia de san en san por david alfaro siqueiros por jose clemente orozco muralismo mexicano ravi supa 3 6 0 imagen inspirada en david alfaro siqueiros murales 3 d ar vr art muralism pintando en el techo google arts and cultures art mural art art art mural,iglesia san siqueiros jose clemente orozco muralismo mexicano ravi supa imagen inspirado david alfaro siqueiro muralism pintar techo google arts and cultures art mural,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the city of gula, colombia, guanajuato, downtown mexico, mexico city, in a city with a rich history, panorama of crooked ancient city, tlaquepaque, tenochtitlan, brutalist aztec architecture, city panorama, entire city in view, giant aztec space city, mexico, drone view of a city","La ciudad de Gula, Colombia, Guanajuato, el centro de México, Ciudad de México, en una ciudad con una rica historia, panorama de la ciudad antigua torcida, tlaquepaco, tenochtitlan, brutalista arquitectura azteca, panorama de la ciudad, ciudad entera a la vista, ciudad espacial azteca gigante, visión de drones de una ciudad de una ciudad",la ciudad de gula colombia guanajuato el centro de mexico ciudad de mexico en una ciudad con una rica historia panorama de la ciudad antigua torcida tlaquepaco tenochtitlan brutalista arquitectura azteca panorama de la ciudad ciudad entera a la vista ciudad espacial azteca gigante vision de drones de una ciudad de una ciudad,gula colombia guanajuato centro mexico rico historia antiguo torcido tlaquepaco tenochtitlan brutalista arquitectura panorama entero vista espacial azteca gigante vision drón ciudad,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a glass of beer next to a bottle of beer, beer logo, a pint of beer sitting on a bar, beer glasses, amber glasses, new england ipa, official product photo, surface with beer-texture, cold beer, transparent labs, la bouche couverte de sang, inside a beer glass, beer advertisement, hop cone juice, clear glass","Un vaso de cerveza al lado de una botella de cerveza, logotipo de cerveza, una pinta de cerveza sentada en un bar, copas de cerveza, vasos ámbar, IPA de Nueva Inglaterra, foto de producto oficial, superficie con textura de cerveza, cerveza fría, laboratorios transparentes, La Bouche Couverte de Sang, dentro de un vaso de cerveza, anuncio de cerveza, jugo de lúpulo, vaso transparente de copa de vidrio transparente.",un vaso de cerveza al lado de una botella de cerveza logotipo de cerveza una pinta de cerveza sentada en un bar copas de cerveza vasos ambar ipa de nueva inglaterra foto de producto oficial superficie con textura de cerveza cerveza fria laboratorios transparentes la bouche couverte de sang dentro de un vaso de cerveza anuncio de cerveza jugo de lupulo vaso transparente de copa de vidrio transparente,botella logotipo pinta sentado bar ambar ipa inglaterra foto producto oficial superficie textura frio laboratorio bouche couverte sang anuncio cerveza jugo lupulo vaso copa vidrio transparente,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"sebastian saenl, red bull racing, daniel ricciardo, giving a thumbs up, giving the thumbs up, giving a thumbs up to the camera, thumbs up, doing a thumb up, vale, thumb up, f 1, victor, marc, inspired by Alonso Vázquez, monaco, good news on sunday, kimi vera, giorgio, showing victory, formula 1","sebastian saenl, red bull racing, daniel ricciardo, giving a thumbs up, giving the thumbs up, giving a thumbs up to the camera, thumbs up, doing a thumb up, vale, thumb up, f 1, victor, marc, inspired by Alonso Vázquez, monaco, good news on sunday, kimi vera, giorgio, showing victory, formula 1",sebastian saenl red bull racing daniel ricciardo giving a thumbs up giving the thumbs up giving a thumbs up to the camera thumbs up doing a thumb up vale thumb up f 1 victor marc inspired by alonso vazquez monaco good news on sunday kimi vera giorgio showing victory formula 1,sebastian saenl red bull racing daniel ricciardo giving the camera thumbs doing valer thumb victor marc inspired alonso vazquez monaco good news sunday kimi vera giorgio showing victory formular,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a dog wearing a bandana in front of a cathedral, downtown mexico, frida, colorful bandana, guanajuato, ancient catedral behind her, mexico city, chihuahua, guapo, mexico, pilar, tula, temples behind her, bandanas, inca, tourist, maya, foto realista, posing in front of bombed city, tourist photo","Un perro que usa un pañuelo frente a una catedral, en el centro de México, Frida, un colorido pañuelo, Guanajuato, Antiguo Catedral detrás de ella, Ciudad de México, Chihuahua, Guapo, México, Pilar, Tula, templos detrás de ella, bandanas, inca, turista, maya, foto realista, posando frente a la ciudad bombardeada, la foto de la foto, el turista turístico.",un perro que usa un panuelo frente a una catedral en el centro de mexico frida un colorido panuelo guanajuato antiguo catedral detras de ella ciudad de mexico chihuahua guapo mexico pilar tula templos detras de ella bandanas inca turista maya foto realista posando frente a la ciudad bombardeada la foto de la foto el turista turistico,perro centro frida colorido panuelo guanajuato antiguo catedral chihuahua guapo mexico pilar tula templos bandana inca maya realista posar frente ciudad bombardeado foto turista turistico,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a large metal dragon statue in a city square, lord of change, eagle wings, giant dragon wings, fearow, monstrous animal statues, an eagle flying, standing bird, wingspan, scary monster statues, with real wings, huge feathery wings, great mystical winged serpent, metal wings, large wingspan, wings made of glass, giant wings, real wings","Una gran estatua de dragón de metal en una plaza de la ciudad, señor de cambio, alas de águila, alas de dragón gigante, miedo, estatuas de animales monstruosas, un águila voladora, pájaro en pie, envergadería, estatuas de monstruos de miedo, con alas reales, enormes alas de plumas, grandes serpientes místicas, alas de metal, alas grandes, alas hechas de vidrio, alas gigantes, alas reales de alas reales, alas reales.",una gran estatua de dragon de metal en una plaza de la ciudad senor de cambio alas de aguila alas de dragon gigante miedo estatuas de animales monstruosas un aguila voladora pajaro en pie envergaderia estatuas de monstruos de miedo con alas reales enormes alas de plumas grandes serpientes misticas alas de metal alas grandes alas hechas de vidrio alas gigantes alas reales de alas reales alas reales,plaza ciudad senor cambio dragon animal monstruoso aguila voladora pajaro pie envergaderio estatua monstruo miedo enorme pluma serpiente mistica metal hecho vidrio gigante ala real,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
